"player","position","team","playerId","birthdate","points","lower","upper","sdPts","positionRank","dropoff","tier","vor","overallRank","adp","aav","adpDiff","exp","ecrPosition","sdRank","ecrRank","risk"
"Denard Robinson","RB","JAC",2539260,1990-09-22,8,0,16.12,8.01124210094789,110,0.730333333333332,16,-78.1966666666667,1219,150.98,2.965,1068.02,3,NA,NA,NA,3.70670947179835
"Michael Mauti","LB","NO",2539294,1990-01-19,3.25,0.650000000000001,5.85,4.59619407771256,162,0.375,10,-78.2888888888889,1220,NA,1.89,NA,3,NA,NA,NA,1.50073116767593
"Matt LaCosse","TE","NYG",2553667,1992-09-21,2.0475,-1.939,5.772,4.16455179661229,110,0.100178571428571,19,-78.2935833333333,1221,170,3.085,1051,1,NA,NA,NA,3.6472743533762
"Ryan Hewitt","TE","CIN",2550206,1991-01-24,2.0175,0.807,3.02,1.22947905634866,111,0.147261904761905,19,-78.3235833333333,1222,150.99,2.86,1071.01,2,NA,NA,NA,3.11398033595509
"Derek Carrier","TE","WAS",2534241,1990-07-25,1.87714285714286,-0.036,4.463,1.85965215092742,112,0.0467261904761906,19,-78.4639404761905,1223,160.495,1.60333333333333,1062.505,4,NA,NA,NA,3.2284809194222
"Hakeem Valles","TE","ARI",2556453,1992-11-23,1.86333333333333,0,4.472,2.63515127122187,113,0.247916666666666,19,-78.47775,1224,170,2.15,1054,0,NA,NA,NA,3.36938681101902
"Kyle Wilber","LB","DAL",2532974,1989-04-26,3.05,0.610000000000001,5.49,4.31335136523794,163,0.525,10,-78.4888888888889,1225,NA,3.38,NA,4,NA,NA,NA,1.47534041915788
"Cooper Helfet","TE","OAK",2536071,1989-06-02,1.7975,0,5.033,3.11336132660506,114,0.412833333333333,19,-78.5435833333333,1226,160.495,0.666666666666667,1065.505,5,NA,NA,NA,3.45627616067908
"Jordan Norwood","WR","DEN",71417,1986-09-28,13.12,-0.45,32.26,19.4756668691986,135,0.281000000000001,12,-78.5522420634921,1227,150.98,4.445,1076.02,7,NA,NA,NA,5.14356838685203
"Kenbrell Thompkins","WR","FA",2539214,1988-07-29,12.85,2.57,23.13,18.1726442764943,136,0.148142857142858,12,-78.8222420634921,1228,NA,3.24,NA,3,NA,NA,NA,4.9804129194771
"Thurston Armbrister","LB","DET",2553633,1992-12-25,2.7,0.54,4.86,3.81837661840736,164,0.3625,10,-78.8388888888889,1229,NA,6.05,NA,1,NA,NA,NA,1.43090660925131
"Roger Lewis","WR","NYG",2556592,1993-11-27,12.828,2.65,22.13,9.00366680858416,137,0.376976190476189,12,-78.8442420634921,1230,150.91,2.77,1079.09,0,NA,NA,NA,3.83233704381457
"Kapri Bibbs","RB","DEN",2550542,1993-01-10,7.33333333333333,2.07,12.77,6.17215971565509,111,0.702333333333334,16,-78.8633333333333,1231,150.97,5.53,1080.03,2,NA,NA,NA,3.51811659104097
"Clay Harbor","TE","DET",497242,1987-07-02,1.43333333333333,0.09,3.23,1.81903515328563,115,0.177833333333334,20,-78.90775,1232,150.98,1.995,1081.02,6,NA,NA,NA,3.22110093133849
"Corey Grant","RB","JAC",2553650,1991-12-19,7.206,3.05,10.985,4.16663701322781,112,1.313,16,-78.9906666666667,1233,160.485,2.13333333333333,1072.515,1,95.4,11.3,274.5,5.1865323474431
"Cory Harkey","TE","LAR",2533353,1990-06-17,1.336,0.01,2.998,1.72113450956048,116,0.381833333333333,20,-79.0050833333333,1234,150.99,1,1083.01,4,NA,NA,NA,3.20331267454877
"Jeff Janis","WR","GB",2543750,1991-06-09,12.5757142857143,-0.036,25.648,12.2555804865059,138,0.268023809523809,12,-79.0965277777778,1235,160.415,4.00333333333333,1074.585,2,NA,NA,NA,4.23951915942402
"Garrett Graham","TE","DEN",497234,1986-08-04,1.175,-0.07,3.36,2.41712639305436,117,0.533333333333333,20,-79.1660833333333,1236,170,2.27,1066,6,NA,NA,NA,3.32977233687646
"Cameron Lynch","LB","TB",2553774,1993-08-04,2.35,0.47,4.23,3.32340187157677,165,0.3125,10,-79.1888888888889,1237,NA,1.32,NA,1,NA,NA,NA,1.38647279934474
"Paul Dawson","LB","CIN",2552318,1993-01-13,2.325,0.465,4.185,3.28804653251745,166,1.075,10,-79.2138888888889,1238,NA,7.35,NA,1,NA,NA,NA,1.38329895577999
"Rashard Higgins","WR","CLE",2555468,1994-10-07,12.3263333333333,3.4188,20.866,7.91429132785888,139,0.265142857142859,12,-79.3459087301587,1239,160.475,2.60666666666667,1078.525,0,113.3,17,302.8,5.85585975546245
"Pharoh Cooper","WR","LAR",2555419,1995-03-07,12.2890476190476,-0.108,21.235,9.04004507543997,140,0.46440476190476,12,-79.3831944444444,1240,160.48,3.62333333333333,1079.52,0,119.4,25.1,284,7.35501705870849
"Brandon Williams","TE","SEA",2539645,1987-10-12,0.733333333333334,0,1.76,1.03708994574027,118,0.208333333333333,21,-79.60775,1241,150.98,0.82,1090.02,4,NA,NA,NA,3.07902380479423
"Cory Littleton","LB","LAR",2556593,1993-11-18,1.75,0.35,3.15,2.47487373415292,167,1,11,-79.7888888888889,1242,NA,NA,NA,0,NA,NA,NA,1.31030055379062
"Orson Charles","TE","DET",2533047,1991-01-27,0.55,0.11,0.99,0.777817459305202,119,0.205,21,-79.7910833333333,1243,NA,0.64,NA,4,NA,NA,NA,3.03191476248637
"James Wright","WR","CIN",2550162,1991-12-31,11.8333333333333,0.78,26.58,14.934151763287,141,0.0411904761904758,12,-79.8389087301587,1244,150.98,2.675,1093.02,2,NA,NA,NA,4.57491130918964
"Jim Dray","TE","SF",497226,1986-12-31,0.5,0,1.2,0.707106781186548,120,0.405,21,-79.8410833333333,1245,160.495,1.145,1084.505,6,NA,NA,NA,3.01906684185695
"Harry Douglas","WR","TEN",222,1984-09-16,11.8159523809524,-0.072,26.546,10.4585184334651,142,0.240119047619048,12,-79.8562896825397,1246,160.49,2.13333333333333,1085.51,8,NA,NA,NA,4.01450349138628
"Cobi Hamilton","WR","PIT",2539203,1990-11-13,11.7683333333333,0,25.488,14.7657288076892,143,0.562000000000001,12,-79.9039087301587,1247,150.93,1,1096.07,3,NA,NA,NA,4.55382255279272
"Akeem Hunt","RB","HOU",2553660,1993-02-22,6.056,1.8,10.52,4.81287689433254,113,0.341,16,-80.1406666666667,1248,160.48,1.38333333333333,1087.52,1,NA,NA,NA,3.37872584645699
"Matthew Mulligan","TE","DET",2507405,1985-01-18,0.19,0,0.456,0.268700576850888,121,0.19,22,-80.1510833333333,1249,160.495,1.17333333333333,1088.505,8,NA,NA,NA,2.93940973395458
"Jordan Taylor","WR","DEN",2553606,1992-02-18,11.3833333333333,-0.384,20.496,9.44699187866464,144,0.519380952380951,13,-80.2889087301587,1250,150.97,2.505,1099.03,1,NA,NA,NA,3.88784713965864
"Alex Smith","TE","WAS",2506410,1982-05-22,0,0,0,NA,122,0,22,-80.3410833333333,1251,170,5.77,1081,11,NA,NA,NA,NA
"Asante Cleveland","TE","SD",2550454,1992-03-21,0,0,0,0,122,0,22,-80.3410833333333,1251,150.99,NA,1100.01,2,NA,NA,NA,2.8905876355628
"Bear Pascoe","TE","NE",79625,1986-02-23,0,0,0,0,122,0,22,-80.3410833333333,1251,170,0,1081,7,NA,NA,NA,2.8905876355628
"Beau Sandland","TE","FA",2555487,1993-02-23,0,0,0,NA,122,0,22,-80.3410833333333,1251,NA,4.52,NA,0,NA,NA,NA,NA
"Blake Annen","TE","FA",2550278,1991-05-28,0,0,0,NA,122,0,22,-80.3410833333333,1251,NA,1.81,NA,2,NA,NA,NA,NA
"Chase Coffman","TE","IND",71255,1986-11-10,0,0,0,0,122,0,23,-80.3410833333333,1251,170,0.805,1081,7,NA,NA,NA,2.8905876355628
"Chris Gragg","TE","BUF",2539202,1990-06-30,0,0,0,0,122,0,22,-80.3410833333333,1251,150.99,1.72,1100.01,3,NA,NA,NA,2.8905876355628
"Chris Pantale","TE","MIA",2539208,1990-03-22,0,0,0,0,122,0,22,-80.3410833333333,1251,170,2.32,1081,3,NA,NA,NA,2.8905876355628
"Clark Harris","TE","CIN",2495620,1984-07-10,0,0,0,0,122,0,22,-80.3410833333333,1251,170,0.625,1081,9,NA,NA,NA,2.8905876355628
"Daniel Fells","TE","NYG",2506619,1983-09-23,0,0,0,NA,122,0,22,-80.3410833333333,1251,170,1.205,1081,10,NA,NA,NA,NA
"Darren Waller","TE","BAL",2552408,1992-09-13,0,0,0,0,122,0,22,-80.3410833333333,1251,160.49,1.855,1090.51,1,NA,NA,NA,2.8905876355628
"David Ausberry","TE","FA",2499277,1987-09-25,0,0,0,NA,122,0,22,-80.3410833333333,1251,150.99,1,1100.01,5,NA,NA,NA,NA
"Dominique Jones","TE","MIA",2535724,1987-08-15,0,0,0,0,122,0,22,-80.3410833333333,1251,160.49,0.5,1090.51,4,NA,NA,NA,2.8905876355628
"E.J. Bibbs","TE","FA",2553791,1991-08-28,0,0,0,NA,122,0,22,-80.3410833333333,1251,150.99,3.28,1100.01,1,NA,NA,NA,NA
"Gabe Holmes","TE","OAK",2553658,1991-03-29,0,0,0,NA,122,0,22,-80.3410833333333,1251,NA,5,NA,1,NA,NA,NA,NA
"Gerald Christian","TE","BUF",2552462,1991-08-26,0,0,0,0,122,0,22,-80.3410833333333,1251,150.99,2.44,1100.01,1,NA,NA,NA,2.8905876355628
"Jake Stoneburner","TE","NO",2539283,1989-08-25,0,0,0,0,122,0,22,-80.3410833333333,1251,150.99,1.5,1100.01,3,NA,NA,NA,2.8905876355628
"James Winchester","TE","KC",2542357,1989-08-06,0,0,0,0,122,0,22,-80.3410833333333,1251,NA,NA,NA,2016,NA,NA,NA,2.8905876355628
"Jeff Cumberland","TE","SD",2507883,1987-05-02,0,0,0,0,122,0,22,-80.3410833333333,1251,150.99,5.33,1100.01,6,NA,NA,NA,2.8905876355628
"Jerome Cunningham","TE","FA",2551359,1991-05-25,0,0,0,0,122,0,22,-80.3410833333333,1251,150.96,1,1100.04,2,NA,NA,NA,2.8905876355628
"Justin Perillo","TE","FA",2550243,1991-01-05,0,0,0,0,122,0,22,-80.3410833333333,1251,150.99,0.955,1100.01,2,NA,NA,NA,2.8905876355628
"Kellen Davis","TE","FA",2507486,1985-10-11,0,0,0,0,122,0,22,-80.3410833333333,1251,150.99,3.18,1100.01,8,NA,NA,NA,2.8905876355628
"Marcel Jensen","TE","WAS",2550356,1990-02-12,0,0,0,NA,122,0,22,-80.3410833333333,1251,170,0,1081,2,NA,NA,NA,NA
"Michael Williams","TE","FA",2539197,1990-09-08,0,0,0,0,122,0,22,-80.3410833333333,1251,150.99,NA,1100.01,3,NA,NA,NA,2.8905876355628
"Rob Housler","TE","NE",2508112,1988-03-17,0,0,0,0,122,0,22,-80.3410833333333,1251,170,1.17,1081,5,NA,NA,NA,2.8905876355628
"Ryan OMalley","TE","OAK",2556818,1993-07-24,0,0,0,0,122,NA,22,-80.3410833333333,1251,150.96,1,1100.04,2016,NA,NA,NA,2.8905876355628
"Thomas Duarte","TE","MIA",2555483,1995-03-30,0,0,0,0,122,0,22,-80.3410833333333,1251,160.495,2.76,1090.505,0,NA,NA,NA,2.8905876355628
"Lorenzo Taliaferro","RB","BAL",2543704,1991-12-23,5.73,0,11.125,5.0185416208297,114,0.470000000000001,16,-80.4666666666667,1278,NA,5.77,NA,2,NA,NA,NA,3.39981620301223
"Knile Davis","RB","KC",2540178,1991-10-05,5.7,0.96,11.44,5.94362403476756,115,1.065,16,-80.4966666666667,1279,150.96,2.93666666666667,1128.04,3,NA,NA,NA,3.49468088051538
"Michael Campanaro","WR","BAL",2550163,1991-01-25,11.0293333333333,0,22.886,10.411032716413,145,0.336714285714285,13,-80.6429087301587,1280,160.465,1.93333333333333,1119.535,2,NA,NA,NA,4.00855765867191
"Adarius Glanton","LB","TB",2550565,1990-09-21,0.75,0.15,1.35,1.06066017177982,168,0.175,12,-80.7888888888889,1281,170,0,1111,2,NA,NA,NA,1.18334681120042
"Bryce Hager","LB","LAR",2552307,1992-05-04,0.75,0.15,1.35,1.06066017177982,168,0.55,12,-80.7888888888889,1281,NA,7.62,NA,1,NA,NA,NA,1.18334681120042
"Cody Latimer","WR","DEN",2543590,1992-10-10,10.6985714285714,-0.036,20.094,11.0878600647883,146,0.382071428571429,13,-80.9736706349206,1283,157.313333333333,2.1875,1125.68666666667,2,NA,NA,NA,4.09330529311401
"Rashad Greene","WR","JAC",2552425,1992-09-23,10.6866666666667,3.054,20.22,8.4683679393113,147,0.958499999999999,13,-80.9855753968254,1284,160.49,3.325,1123.51,1,NA,NA,NA,3.76531062563081
"Kentrell Brothers","LB","MIN",2555168,1993-02-08,0.4,0.0800000000000001,0.72,0.565685424949238,170,0.4,13,-81.1388888888889,1285,NA,3.8,NA,0,NA,NA,NA,1.13891300129384
"Brandon Bolden","RB","NE",2532797,1990-01-26,4.82,-0.072,10.322,7.67348682151732,116,0.407500000000001,17,-81.3766666666667,1286,160.46,1.61333333333333,1125.54,4,NA,NA,NA,3.67207358944299
"A.J. Klein","LB","CAR",2539982,1991-07-30,0,0,0,NA,171,0,13,-81.5388888888889,1287,NA,4.88,NA,3,NA,NA,NA,NA
"Aaron Wallace","LB","TEN",2555320,1993-07-08,0,0,0,NA,171,0,13,-81.5388888888889,1287,NA,3.83,NA,0,NA,NA,NA,NA
"Akeem Ayers","LB","IND",2495491,1989-07-10,0,0,0,NA,171,0,13,-81.5388888888889,1287,170,2.57,1117,5,NA,NA,NA,NA
"Akeem Dent","LB","HOU",2495276,1987-09-27,0,0,0,NA,171,0,13,-81.5388888888889,1287,NA,4.58,NA,5,NA,NA,NA,NA
"Alani Fua","LB","ARI",2553523,1992-01-01,0,0,0,NA,171,0,13,-81.5388888888889,1287,NA,NA,NA,1,NA,NA,NA,NA
"Albert McClellan","LB","BAL",496814,1986-06-04,0,0,0,NA,171,0,13,-81.5388888888889,1287,170,0.39,1117,6,NA,NA,NA,NA
"Andrew Gachkar","LB","DAL",2499275,1988-11-04,0,0,0,NA,171,0,13,-81.5388888888889,1287,NA,5.83,NA,5,NA,NA,NA,NA
"Andy Mulumba","LB","FA",2541871,1990-01-30,0,0,0,NA,171,0,13,-81.5388888888889,1287,NA,NA,NA,3,NA,NA,NA,NA
"Anthony Chickillo","LB","PIT",2552266,1992-12-10,0,0,0,NA,171,0,13,-81.5388888888889,1287,NA,9.66,NA,1,NA,NA,NA,NA
"Antwione Williams","LB","DET",2556376,1993-05-26,0,0,0,NA,171,0,13,-81.5388888888889,1287,NA,4.11,NA,0,NA,NA,NA,NA
"Arthur Brown","LB","FA",2539245,1990-06-17,0,0,0,NA,171,0,13,-81.5388888888889,1287,NA,3.68,NA,3,NA,NA,NA,NA
"Audie Cole","LB","MIN",2532814,1989-06-01,0,0,0,NA,171,0,13,-81.5388888888889,1287,NA,1.52,NA,4,NA,NA,NA,NA
"Barkevious Mingo","LB","NE",2540140,1990-10-04,0,0,0,NA,171,0,13,-81.5388888888889,1287,NA,6.71,NA,3,NA,NA,NA,NA
"Brandon Copeland","LB","DET",2541695,1991-07-02,0,0,0,NA,171,0,13,-81.5388888888889,1287,NA,1.82,NA,2,NA,NA,NA,NA
"Brandon Spikes","LB","BUF",496953,1987-09-03,0,0,0,NA,171,0,13,-81.5388888888889,1287,NA,4.08,NA,6,NA,NA,NA,NA
"Brandon Watts","LB","MIA",2549919,1991-01-21,0,0,0,NA,171,0,13,-81.5388888888889,1287,NA,0.33,NA,2,NA,NA,NA,NA
"Brennan Scarlett","LB","HOU",2556673,1993-07-31,0,0,0,NA,171,0,13,-81.5388888888889,1287,NA,NA,NA,0,NA,NA,NA,NA
"Brock Coyle","LB","SEA",2550285,1990-10-12,0,0,0,NA,171,0,13,-81.5388888888889,1287,NA,0.64,NA,2,NA,NA,NA,NA
"Bryson Albright","LB","CIN",2556458,1994-03-15,0,0,0,NA,171,0,13,-81.5388888888889,1287,NA,NA,NA,0,NA,NA,NA,NA
"Cam Johnson","LB","CLE",2533452,1990-05-24,0,0,0,NA,171,0,14,-81.5388888888889,1287,NA,NA,NA,4,NA,NA,NA,NA
"Carl Bradford","LB","SF",2543552,1992-08-15,0,0,0,NA,171,0,13,-81.5388888888889,1287,NA,0.64,NA,2,NA,NA,NA,NA
"Chris Carter","LB","IND",2508126,1989-04-06,0,0,0,NA,171,0,13,-81.5388888888889,1287,NA,2,NA,5,NA,NA,NA,NA
"Chris McCain","LB","FA",2550628,1991-11-21,0,0,0,NA,171,0,13,-81.5388888888889,1287,NA,2.86,NA,2,NA,NA,NA,NA
"Corey Lemonier","LB","NYJ",2540172,1991-11-19,0,0,0,NA,171,0,13,-81.5388888888889,1287,NA,3.86,NA,3,NA,NA,NA,NA
"Corey Nelson","LB","DEN",2550167,1992-04-22,0,0,0,NA,171,0,13,-81.5388888888889,1287,170,2.64,1117,2,NA,NA,NA,NA
"Cornellius Carradine","LB","SF",2539224,1989-02-18,0,0,0,NA,171,0,13,-81.5388888888889,1287,NA,4,NA,3,NA,NA,NA,NA
"D.J. Alexander","LB","KC",2553442,1991-09-30,0,0,0,NA,171,0,13,-81.5388888888889,1287,NA,7.04,NA,1,NA,NA,NA,NA
"Dadi Nicolas","LB","KC",2555254,1992-09-29,0,0,0,NA,171,0,13,-81.5388888888889,1287,NA,6.51,NA,0,NA,NA,NA,NA
"Dan Skuta","LB","JAC",2507673,1986-04-21,0,0,0,NA,171,0,13,-81.5388888888889,1287,NA,3.36,NA,7,NA,NA,NA,NA
"Daren Bates","LB","OAK",2541539,1990-11-27,0,0,0,NA,171,0,13,-81.5388888888889,1287,NA,NA,NA,3,NA,NA,NA,NA
"Daryl Washington","LB","ARI",496959,1986-10-09,0,0,0,NA,171,0,13,-81.5388888888889,1287,NA,3.47,NA,6,NA,NA,NA,NA
"David Bass","LB","TEN",2540277,1990-09-11,0,0,0,NA,171,0,13,-81.5388888888889,1287,NA,1.89,NA,3,NA,NA,NA,NA
"David Mayo","LB","CAR",2553441,1993-08-18,0,0,0,NA,171,0,13,-81.5388888888889,1287,NA,0.01,NA,1,NA,NA,NA,NA
"Deiontrez Mount","LB","IND",2552291,1993-02-26,0,0,0,NA,171,0,13,-81.5388888888889,1287,NA,1.29,NA,1,NA,NA,NA,NA
"Dekoda Watson","LB","DEN",496961,1988-03-03,0,0,0,NA,171,0,13,-81.5388888888889,1287,NA,2,NA,6,NA,NA,NA,NA
"Demario Davis","LB","CLE",2533008,1989-01-11,0,0,0,NA,171,0,13,-81.5388888888889,1287,NA,13.85,NA,4,NA,NA,NA,NA
"Deontae Skinner","LB","NYG",2550308,1990-12-18,0,0,0,NA,171,0,13,-81.5388888888889,1287,NA,2,NA,2,NA,NA,NA,NA
"Devante Bond","LB","TB",2555307,1993-07-03,0,0,0,0,171,0,13,-81.5388888888889,1287,NA,5.25,NA,0,NA,NA,NA,1.08813150425776
"Donald Butler","LB","MIA",496903,1988-10-17,0,0,0,NA,171,0,13,-81.5388888888889,1287,NA,3.42,NA,6,NA,NA,NA,NA
"Edmond Robinson","LB","MIN",2552441,1992-02-23,0,0,0,NA,171,0,13,-81.5388888888889,1287,NA,3,NA,1,NA,NA,NA,NA
"Eli Harold","LB","SF",2552494,1994-01-20,0,0,0,NA,171,0,13,-81.5388888888889,1287,NA,4.49,NA,1,NA,NA,NA,NA
"Eric Pinkins","LB","NYG",2549978,1991-04-07,0,0,0,NA,171,0,13,-81.5388888888889,1287,170,1.665,1117,2,NA,NA,NA,NA
"Frank Zombo","LB","KC",2507948,1987-03-05,0,0,0,NA,171,0,13,-81.5388888888889,1287,170,1.065,1117,6,NA,NA,NA,NA
"Freddie Bishop","LB","NYJ",2542053,1990-02-25,0,0,0,NA,171,0,13,-81.5388888888889,1287,NA,4.17,NA,1,NA,NA,NA,NA
"Gabe Martin","LB","ARI",2553563,1992-06-05,0,0,0,NA,171,0,13,-81.5388888888889,1287,NA,NA,NA,1,NA,NA,NA,NA
"Gerald Hodges","LB","SF",2539293,1991-01-17,0,0,0,NA,171,0,13,-81.5388888888889,1287,NA,9.97,NA,3,NA,NA,NA,NA
"Hayes Pullard","LB","JAC",2552313,1992-04-18,0,0,0,NA,171,0,13,-81.5388888888889,1287,NA,7,NA,1,NA,NA,NA,NA
"Houston Bates","LB","WAS",2553915,1991-12-20,0,0,0,NA,171,0,13,-81.5388888888889,1287,NA,2.74,NA,1,NA,NA,NA,NA
"IK Enemkpali","LB","BUF",2543598,1991-07-03,0,0,0,NA,171,0,13,-81.5388888888889,1287,NA,2.64,NA,2,NA,NA,NA,NA
"James Cowser","LB","OAK",2556797,1990-09-13,0,0,0,NA,171,NA,13,-81.5388888888889,1287,NA,7.62,NA,0,NA,NA,NA,NA
"Jarvis Jones","LB","PIT",2540137,1989-10-13,0,0,0,NA,171,0,13,-81.5388888888889,1287,NA,3.47,NA,3,NA,NA,NA,NA
"Jayrone Elliott","LB","GB",2550196,1991-11-11,0,0,0,NA,171,0,13,-81.5388888888889,1287,NA,0.52,NA,2,NA,NA,NA,NA
"Jayson DiManche","LB","FA",2541545,1990-09-22,0,0,0,NA,171,0,13,-81.5388888888889,1287,NA,0.64,NA,3,NA,NA,NA,NA
"Jeff Luc","LB","NYJ",2553670,1992-02-14,0,0,0,NA,171,0,13,-81.5388888888889,1287,NA,1.93,NA,1,NA,NA,NA,NA
"Jeremiah George","LB","DAL",2543594,1992-01-24,0,0,0,NA,171,0,13,-81.5388888888889,1287,NA,NA,NA,2,NA,NA,NA,NA
"John Simon","LB","HOU",2539280,1990-10-14,0,0,0,NA,171,0,13,-81.5388888888889,1287,NA,5.69,NA,3,NA,NA,NA,NA
"John Timu","LB","CHI",2553610,1992-08-27,0,0,0,NA,171,0,13,-81.5388888888889,1287,NA,4.69,NA,1,NA,NA,NA,NA
"Jon Bostic","LB","DET",2539978,1991-05-05,0,0,0,NA,171,0,13,-81.5388888888889,1287,NA,9.89,NA,3,NA,NA,NA,NA
"Jonathan Anderson","LB","CHI",2553488,1991-10-27,0,0,0,NA,171,0,13,-81.5388888888889,1287,NA,3.42,NA,1,NA,NA,NA,NA
"Jordan Tripp","LB","GB",2550147,1991-04-03,0,0,0,NA,171,0,13,-81.5388888888889,1287,NA,0.01,NA,2,NA,NA,NA,NA
"Josh Bynes","LB","DET",2530491,1989-08-24,0,0,0,NA,171,0,13,-81.5388888888889,1287,NA,6.08,NA,5,NA,NA,NA,NA
"Josh Forrest","LB","LAR",2555167,1992-02-24,0,0,0,NA,171,0,13,-81.5388888888889,1287,NA,4,NA,0,NA,NA,NA,NA
"Josh Martin","LB","NYJ",2541864,1991-11-07,0,0,0,NA,171,0,13,-81.5388888888889,1287,NA,NA,NA,3,NA,NA,NA,NA
"Josh McNary","LB","IND",2541174,1988-04-10,0,0,0,NA,171,0,13,-81.5388888888889,1287,NA,19.17,NA,3,NA,NA,NA,NA
"Julian Stanford","LB","NYJ",2535867,1990-09-02,0,0,0,NA,171,0,13,-81.5388888888889,1287,NA,NA,NA,4,NA,NA,NA,NA
"Justin March","LB","KC",2553815,1993-07-05,0,0,0,NA,171,0,13,-81.5388888888889,1287,NA,4.08,NA,1,NA,NA,NA,NA
"Justin Staples","LB","TEN",2541597,1989-12-10,0,0,0,NA,171,0,13,-81.5388888888889,1287,NA,NA,NA,2016,NA,NA,NA,NA
"Kamu Grugier-Hill","LB","PHI",2556363,1994-05-16,0,0,0,NA,171,0,13,-81.5388888888889,1287,NA,5.28,NA,0,NA,NA,NA,NA
"Kareem Martin","LB","ARI",2543738,1992-02-19,0,0,0,NA,171,0,13,-81.5388888888889,1287,NA,1.89,NA,2,NA,NA,NA,NA
"Kelvin Sheppard","LB","NYG",2495229,1988-01-02,0,0,0,NA,171,0,13,-81.5388888888889,1287,NA,6.16,NA,5,NA,NA,NA,NA
"Kevin Pierre-Louis","LB","SEA",2543563,1991-10-07,0,0,0,NA,171,0,13,-81.5388888888889,1287,NA,5.52,NA,2,NA,NA,NA,NA
"Korey Toomer","LB","SD",2534567,1988-12-09,0,0,0,NA,171,0,13,-81.5388888888889,1287,NA,NA,NA,4,NA,NA,NA,NA
"Kyle Emanuel","LB","SD",2552296,1991-08-16,0,0,0,NA,171,0,13,-81.5388888888889,1287,NA,4.34,NA,1,NA,NA,NA,NA
"Kyler Fackrell","LB","GB",2555340,1991-11-25,0,0,0,NA,171,0,13,-81.5388888888889,1287,NA,3.51,NA,0,NA,NA,NA,NA
"L.J. Fort","LB","PIT",2535613,1990-01-03,0,0,0,NA,171,0,13,-81.5388888888889,1287,NA,NA,NA,4,NA,NA,NA,NA
"Lamar Louis","LB","BAL",2556438,1993-10-02,0,0,0,NA,171,0,13,-81.5388888888889,1287,NA,NA,NA,0,NA,NA,NA,NA
"Lamin Barrow","LB","MIA",2543727,1990-11-29,0,0,0,NA,171,0,13,-81.5388888888889,1287,NA,1.32,NA,2,NA,NA,NA,NA
"Lavar Edwards","LB","FA",2539938,1990-04-29,0,0,0,NA,171,0,13,-81.5388888888889,1287,NA,NA,NA,3,NA,NA,NA,NA
"Lerentee McCray","LB","BUF",2539662,1990-08-26,0,0,0,NA,171,0,13,-81.5388888888889,1287,NA,NA,NA,3,NA,NA,NA,NA
"Mark Herzlich","LB","NYG",2495164,1987-09-01,0,0,0,NA,171,0,13,-81.5388888888889,1287,NA,2,NA,5,NA,NA,NA,NA
"Mark Nzeocha","LB","DAL",2552684,1990-01-01,0,0,0,NA,171,0,13,-81.5388888888889,1287,NA,3.5,NA,1,NA,NA,NA,NA
"Martrell Spaight","LB","WAS",2552316,1993-08-05,0,0,0,NA,171,0,13,-81.5388888888889,1287,NA,2,NA,1,NA,NA,NA,NA
"Matt Judon","LB","BAL",2555505,1992-08-15,0,0,0,NA,171,0,13,-81.5388888888889,1287,NA,4.82,NA,0,NA,NA,NA,NA
"Max Bullough","LB","HOU",2550547,1992-02-11,0,0,0,NA,171,0,13,-81.5388888888889,1287,NA,1.18,NA,2,NA,NA,NA,NA
"Mike Catapano","LB","NYJ",2541140,1990-08-17,0,0,0,NA,171,0,13,-81.5388888888889,1287,NA,NA,NA,3,NA,NA,NA,NA
"Najee Goode","LB","PHI",2533016,1989-06-04,0,0,0,NA,171,0,13,-81.5388888888889,1287,NA,3.13,NA,4,NA,NA,NA,NA
"Neiron Ball","LB","FA",2552680,1992-08-20,0,0,0,NA,171,0,13,-81.5388888888889,1287,NA,4.08,NA,1,NA,NA,NA,NA
"Nicholas Grigsby","LB","LAR",2556542,1992-07-02,0,0,0,NA,171,0,13,-81.5388888888889,1287,NA,8.37,NA,0,NA,NA,NA,NA
"Nick Bellore","LB","SF",2495262,1989-05-12,0,0,0,NA,171,0,13,-81.5388888888889,1287,NA,5,NA,5,NA,NA,NA,NA
"Nick Dzubnar","LB","SD",2553877,1991-08-15,0,0,0,NA,171,0,13,-81.5388888888889,1287,NA,0.64,NA,1,NA,NA,NA,NA
"Nick Vigil","LB","CIN",2555528,1993-08-20,0,0,0,NA,171,0,13,-81.5388888888889,1287,NA,4.39,NA,0,NA,NA,NA,NA
"Patrick Onwuasor","LB","BAL",2556642,1992-08-22,0,0,0,NA,171,0,13,-81.5388888888889,1287,NA,NA,NA,0,NA,NA,NA,NA
"Perry Riley","LB","OAK",496949,1988-05-03,0,0,0,NA,171,0,13,-81.5388888888889,1287,NA,7.85,NA,6,NA,NA,NA,NA
"Philip Wheeler","LB","ATL",330,1984-12-12,0,0,0,NA,171,0,13,-81.5388888888889,1287,NA,3.64,NA,8,NA,NA,NA,NA
"Randell Johnson","LB","NYJ",2549915,1991-03-23,0,0,0,NA,171,0,13,-81.5388888888889,1287,NA,NA,NA,2,NA,NA,NA,NA
"Rolando McClain","LB","DAL",496941,1988-07-14,0,0,0,NA,171,0,13,-81.5388888888889,1287,NA,12.99,NA,6,NA,NA,NA,NA
